title,release_date,critic_score,audience_score,release_year
Pernicious,2015,0.8,0.71,2015
John Wick,"Released Oct 24, 2014",0.86,0.81,2014
Laggies,"Released Oct 24, 2014",0.65,0.5,2014
Revenge of the Green Dragons,"Released Oct 24, 2014",0.15,0.3,2014
Interstellar,"Released Nov 7, 2014",0.73,0.86,2014
A Merry Friggin' Christmas,"Released Nov 7, 2014",0.14,0.21,2014
The Better Angels,"Released Nov 7, 2014",0.45,0.43,2014
Jessabelle,"Released Nov 7, 2014",0.29,0.3,2014
Peripheral,2018,0.9,0.76,2018
Beside Still Waters,2013,0.62,0.73,2013
Beyond the Lights,"Released Nov 14, 2014",0.84,0.75,2014
Dumb and Dumber To,"Released Nov 14, 2014",0.3,0.35,2014
Foxcatcher,"Released Nov 14, 2014",0.88,0.66,2014
The Homesman,"Released Nov 14, 2014",0.81,0.53,2014
Saving Christmas,"Released Nov 14, 2014",0.0,0.3,2014
Horrible Bosses 2,"Released Nov 26, 2014",0.35,0.47,2014
Penguins of Madagascar,"Released Nov 26, 2014",0.74,0.63,2014
Comet,"Released Dec 5, 2014",0.44,0.53,2014
Exodus: Gods and Kings,"Released Dec 12, 2014",0.31,0.35,2014
Inherent Vice,"Released Jan 9, 2015",0.74,0.53,2015
The Color of Time,2012,0.05,0.18,2012
Top Five,"Released Dec 12, 2014",0.85,0.64,2014
Goodbye to All That,"Released Dec 17, 2014",0.64,0.31,2014
Night at the Museum: Secret of the Tomb,"Released Dec 19, 2014",0.48,0.57,2014
Big Eyes,"Released Dec 25, 2014",0.72,0.68,2014
Selma,"Released Jan 9, 2015",0.99,0.86,2015
Unbroken,"Released Dec 25, 2014",0.52,0.7,2014
Jurassic World,"Released Jun 12, 2015",0.71,0.78,2015
Avengers: Age of Ultron,"Released May 1, 2015",0.76,0.82,2015
Furious 7,"Released Apr 3, 2015",0.81,0.82,2015
Minions,"Released Jul 10, 2015",0.56,0.49,2015
"The Hunger Games: Mockingjay, Part 2","Released Nov 20, 2015",0.69,0.66,2015
The Martian,"Released Oct 2, 2015",0.91,0.91,2015
The Woman in Black 2: Angel of Death,"Released Jan 2, 2015",0.24,0.24,2015
Taken 3,"Released Jan 9, 2015",0.13,0.43,2015
Let's Kill Ward's Wife,"Released Jan 9, 2015",0.17,0.3,2015
Blackhat,"Released Jan 16, 2015",0.33,0.24,2015
The Wedding Ringer,"Released Jan 16, 2015",0.29,0.63,2015
The Humbling,"Released Jan 23, 2015",0.53,0.28,2015
Mortdecai,"Released Jan 23, 2015",0.12,0.31,2015
Song One,"Released Jan 23, 2015",0.33,0.29,2015
Strange Magic,"Released Jan 23, 2015",0.18,0.53,2015
Black or White,"Released Jan 30, 2015",0.39,0.65,2015
The Loft,"Released Jan 30, 2015",0.14,0.37,2015
Project Almanac,"Released Jan 30, 2015",0.38,0.45,2015
Enter the Dangerous Mind,"Released Feb 6, 2015",0.23,0.3,2015
Jupiter Ascending,"Released Feb 6, 2015",0.28,0.38,2015
Seventh Son,"Released Feb 6, 2015",0.12,0.34,2015
The SpongeBob Movie: Sponge Out of Water,"Released Feb 6, 2015",0.81,0.54,2015
The Voices,"Released Feb 6, 2015",0.74,0.58,2015
Accidental Love,"Released Mar 20, 2015",0.09,0.15,2015
Da Sweet Blood of Jesus,"Released Feb 13, 2015",0.48,0.2,2015
Fifty Shades of Grey,"Released Feb 13, 2015",0.25,0.41,2015
Kingsman: The Secret Service,"Released Feb 13, 2015",0.75,0.84,2015
The Last Five Years,"Released Feb 13, 2015",0.6,0.57,2015
The DUFF,"Released Feb 20, 2015",0.73,0.66,2015
Hot Tub Time Machine 2,"Released Feb 20, 2015",0.14,0.26,2015
"McFarland, USA","Released Feb 20, 2015",0.8,0.88,2015
Everly,"Released Feb 27, 2015",0.29,0.29,2015
Focus,"Released Oct 19, 2001",0.56,0.62,2001
The Lazarus Effect,"Released Feb 27, 2015",0.15,0.23,2015
Maps to the Stars,"Released Feb 27, 2015",0.62,0.44,2015
Chappie,"Released Mar 6, 2015",0.32,0.56,2015
Road Hard,"Released Mar 6, 2015",0.5,0.76,2015
The Second Best Exotic Marigold Hotel,"Released Mar 6, 2015",0.66,0.59,2015
Faults,"Released Mar 6, 2015",0.92,0.68,2015
Home Sweet Hell,"Released Mar 13, 2015",0.05,0.27,2015
It Follows,"Released Mar 27, 2015",0.95,0.66,2015
Muck,"Released Mar 13, 2015",0.0,0.35,2015
Run All Night,"Released Mar 13, 2015",0.59,0.56,2015
Danny Collins,"Released Mar 20, 2015",0.78,0.73,2015
The Divergent Series: Insurgent,"Released Mar 20, 2015",0.28,0.58,2015
Do You Believe?,"Released Mar 20, 2015",0.25,0.83,2015
Tracers,"Released Mar 20, 2015",0.24,0.41,2015
The Walking Deceased,"Released Mar 20, 2015",0.0,0.27,2015
Get Hard,"Released Mar 27, 2015",0.28,0.45,2015
While We're Young,"Released Apr 10, 2015",0.84,0.51,2015
Woman in Gold,"Released Apr 10, 2015",0.57,0.79,2015
Ex Machina,"Released Apr 24, 2015",0.92,0.86,2015
The Longest Ride,"Released Apr 10, 2015",0.31,0.71,2015
1915,"Released Apr 17, 2015",0.4,0.81,2015
Alex of Venice,"Released Apr 17, 2015",0.74,0.43,2015
Beyond the Reach,"Released Apr 17, 2015",0.37,0.2,2015
Child 44,"Released Apr 17, 2015",0.29,0.42,2015
Monkey Kingdom,"Released Apr 17, 2015",0.93,0.76,2015
Paul Blart: Mall Cop 2,"Released Apr 17, 2015",0.06,0.34,2015
The Road Within,"Released Apr 17, 2015",0.45,0.69,2015
Unfriended,"Released Apr 17, 2015",0.62,0.37,2015
Adult Beginners,"Released Apr 24, 2015",0.48,0.31,2015
Just Before I Go,"Released Apr 24, 2015",0.09,0.63,2015
The Age of Adaline,"Released Apr 24, 2015",0.55,0.67,2015
The Water Diviner,"Released Apr 24, 2015",0.63,0.6,2015
The D Train,"Released May 8, 2015",0.54,0.25,2015
The Maggie,1954,0.83,0.65,1954
Mad Max: Fury Road,"Released May 15, 2015",0.97,0.86,2015
Pitch Perfect 2,"Released May 15, 2015",0.65,0.64,2015
I'll See You in My Dreams,"Released May 15, 2015",0.93,0.68,2015
Bessie,2015,0.91,0.68,2015
San Andreas,"Released May 29, 2015",0.49,0.52,2015
Barely Lethal,"Released May 29, 2015",0.26,0.38,2015
Heaven Knows What,"Released May 29, 2015",0.87,0.66,2015
Entourage,"Released Jun 3, 2015",0.32,0.57,2015
Insidious: Chapter 3,"Released Jun 5, 2015",0.56,0.51,2015
Love & Mercy,"Released Jun 5, 2015",0.89,0.85,2015
Me and Earl and the Dying Girl,"Released Jul 3, 2015",0.82,0.86,2015
Max,"Released Dec 27, 2002",0.69,0.64,2002
Ted 2,"Released Jun 26, 2015",0.44,0.5,2015
Terminator Genisys,"Released Jul 1, 2015",0.26,0.52,2015
Magic Mike XXL,"Released Jul 1, 2015",0.65,0.55,2015
The Gallows,"Released Jul 10, 2015",0.15,0.22,2015
Strangerland,"Released Jul 10, 2015",0.4,0.23,2015
7 Days in Hell,2015,0.87,0.7,2015
Ant-Man,"Released Jul 17, 2015",0.83,0.85,2015
Trainwreck,"Released Jul 17, 2015",0.84,0.66,2015
Irrational Man,"Released Jul 17, 2015",0.47,0.46,2015
Mr. Holmes,"Released Jul 24, 2015",0.88,0.7,2015
Pixels,"Released Jul 24, 2015",0.18,0.46,2015
Southpaw: The Francis Barrett Story,"Released Apr 7, 2000",0.69,0.82,2000
Paper Towns,"Released Jul 24, 2015",0.58,0.47,2015
The Vatican Tapes,"Released Jul 24, 2015",0.2,0.58,2015
Mission: Impossible Rogue Nation,"Released Jul 31, 2015",0.94,0.87,2015
Ricki and the Flash,"Released Aug 7, 2015",0.65,0.43,2015
Straight Outta Compton,"Released Aug 14, 2015",0.89,0.91,2015
The Man From U.N.C.L.E.,"Released Aug 14, 2015",0.68,0.73,2015
American Ultra,"Released Aug 21, 2015",0.44,0.45,2015
Hitman: Agent 47,"Released Aug 21, 2015",0.08,0.4,2015
She's Funny That Way,"Released Aug 21, 2015",0.45,0.35,2015
The War Room,"Released Sep 14, 1993",0.96,0.83,1993
Before We Go,"Released Sep 4, 2015",0.28,0.57,2015
The Visit,2000,0.72,0.45,2000
The Perfect Guy,"Released Sep 11, 2015",0.18,0.51,2015
Sleeping With Other People,"Released Sep 11, 2015",0.64,0.56,2015
Maze Runner: The Scorch Trials,"Released Sep 18, 2015",0.48,0.54,2015
Hotel Transylvania 2,"Released Sep 25, 2015",0.57,0.64,2015
99 Homes,"Released Oct 9, 2015",0.92,0.78,2015
The Intern,"Released Sep 25, 2015",0.59,0.73,2015
Intern,2000,0.38,0.28,2000
Mississippi Grind,"Released Sep 25, 2015",0.91,0.55,2015
Steve Jobs: The Lost Interview,"Released Nov 16, 2011",1.0,0.84,2011
Beasts of No Nation,"Released Oct 16, 2015",0.91,0.92,2015
Bridge of Spies,"Released Oct 16, 2015",0.91,0.87,2015
Crimson Peak,"Released Oct 16, 2015",0.73,0.56,2015
Woodlawn,"Released Oct 16, 2015",0.73,0.8,2015
Experimenter,"Released Oct 16, 2015",0.85,0.61,2015
Rock the Kasbah,"Released Oct 23, 2015",0.07,0.29,2015
Paranormal Activity: The Ghost Dimension,"Released Oct 23, 2015",0.15,0.27,2015
The Last Witch Hunter,"Released Oct 23, 2015",0.18,0.44,2015
Bone Tomahawk,"Released Oct 23, 2015",0.91,0.74,2015
I Smile Back,"Released Oct 23, 2015",0.49,0.62,2015
Scouts Guide to the Zombie Apocalypse,"Released Oct 30, 2015",0.44,0.5,2015
Our Brand Is Crisis,2005,0.93,0.75,2005
Freaks of Nature,"Released Oct 30, 2015",0.0,0.45,2015
Burnt,"Released Oct 30, 2015",0.28,0.45,2015
The Leisure Class,2015,0.0,0.16,2015
The Peanuts Movie,"Released Nov 6, 2015",0.87,0.76,2015
The 33,"Released Nov 13, 2015",0.48,0.59,2015
My All American,"Released Nov 13, 2015",0.31,0.78,2015
Love the Coopers,"Released Nov 13, 2015",0.18,0.36,2015
Carol,"Released Jan 8, 2016",0.94,0.75,2016
Creed,"Released Nov 25, 2015",0.95,0.89,2015
The Good Dinosaur,"Released Nov 25, 2015",0.75,0.64,2015
Krampus,"Released Dec 4, 2015",0.66,0.52,2015
In the Heart of the Sea,"Released Dec 11, 2015",0.43,0.54,2015
The Big Short,"Released Dec 23, 2015",0.89,0.88,2015
Alvin and the Chipmunks: The Road Chip,"Released Dec 18, 2015",0.15,0.51,2015
Concussion,"Released Oct 4, 2013",0.78,0.57,2013
The Hateful Eight,"Released Dec 30, 2015",0.75,0.77,2015
Anomalisa,"Released Mar 18, 2016",0.91,0.71,2016
Rogue One: A Star Wars Story,"Released Dec 16, 2016",0.84,0.87,2016
Finding Dory,"Released Jun 17, 2016",0.94,0.84,2016
Captain America: Civil War,"Released May 6, 2016",0.9,0.89,2016
The Secret Life of Pets,"Released Jul 8, 2016",0.7,0.62,2016
Deadpool,"Released Feb 12, 2016",0.85,0.9,2016
Zootopia,"Released Mar 4, 2016",0.98,0.92,2016
Batman v Superman: Dawn of Justice,"Released Mar 25, 2016",0.29,0.63,2016
Sing,"Released Mar 31, 1989",0.43,0.88,1989
Anesthesia,"Released Jan 8, 2016",0.27,0.5,2016
Ride Along 2,"Released Jan 15, 2016",0.14,0.48,2016
13 Hours: The Secret Soldiers of Benghazi,"Released Jan 15, 2016",0.52,0.83,2016
Norm of the North,"Released Jan 15, 2016",0.06,0.22,2016
The Benefactor,"Released Jan 15, 2016",0.26,0.23,2016
Dirty Grandpa,"Released Jan 22, 2016",0.1,0.44,2016
The Boy,"Released Jan 22, 2016",0.31,0.38,2016
Boy,"Released Mar 2, 2012",0.88,0.86,2012
Kung Fu Panda 3,"Released Jan 29, 2016",0.86,0.79,2016
The Finest Hours,"Released Jan 29, 2016",0.64,0.66,2016
Fifty Shades of Black,"Released Jan 29, 2016",0.04,0.19,2016
Jane Got a Gun,"Released Jan 29, 2016",0.41,0.38,2016
Pride and Prejudice and Zombies,"Released Feb 5, 2016",0.47,0.45,2016
The Choice,"Released Feb 5, 2016",0.11,0.61,2016
Zoolander No. 2,"Released Feb 12, 2016",0.22,0.2,2016
How to Be Single,"Released Feb 12, 2016",0.46,0.47,2016
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,0.2,0.39,2016
Gods of Egypt,"Released Feb 26, 2016",0.14,0.37,2016
Triple 9,"Released Feb 26, 2016",0.55,0.41,2016
Eddie the Eagle,"Released Feb 26, 2016",0.82,0.82,2016
London Has Fallen,"Released Mar 4, 2016",0.28,0.5,2016
Whiskey Tango Foxtrot,"Released Mar 4, 2016",0.68,0.54,2016
The Other Side of the Door,"Released Mar 4, 2016",0.36,0.29,2016
10 Cloverfield Lane,"Released Mar 11, 2016",0.9,0.79,2016
The Brothers Grimsby,"Released Mar 11, 2016",0.36,0.41,2016
The Young Messiah,"Released Mar 11, 2016",0.49,0.65,2016
"Hello, My Name Is Doris","Released Mar 25, 2016",0.85,0.76,2016
Miracles From Heaven,"Released Mar 16, 2016",0.45,0.8,2016
The Divergent Series: Allegiant,"Released Mar 18, 2016",0.11,0.41,2016
The Bronze,"Released Mar 18, 2016",0.36,0.44,2016
My Big Fat Greek Wedding 2,"Released Mar 25, 2016",0.28,0.52,2016
I Saw the Light,"Released Apr 1, 2016",0.19,0.37,2016
Everybody Wants Some!!,"Released Apr 22, 2016",0.87,0.68,2016
God's Not Dead 2,"Released Apr 1, 2016",0.1,0.62,2016
Meet the Blacks,"Released Apr 1, 2016",0.17,0.72,2016
Hardcore Henry,"Released Apr 8, 2016",0.51,0.55,2016
The Invitation,"Released Apr 8, 2016",0.9,0.69,2016
Barbershop: The Next Cut,"Released Apr 15, 2016",0.9,0.66,2016
The Green Room,"Released Apr 5, 1978",0.4,0.54,1978
Confirmation,2016,0.84,0.73,2016
The Huntsman: Winter's War,"Released Apr 22, 2016",0.2,0.45,2016
A Hologram for the King,"Released Apr 22, 2016",0.7,0.54,2016
Elvis & Nixon,"Released Apr 22, 2016",0.76,0.57,2016
Keanu,"Released Apr 29, 2016",0.78,0.55,2016
Ratchet & Clank,"Released Apr 29, 2016",0.22,0.42,2016
Money Monster,"Released May 13, 2016",0.59,0.51,2016
The Darkness,"Released May 13, 2016",0.03,0.19,2016
The Angry Birds Movie,"Released May 20, 2016",0.44,0.47,2016
Neighbors 2: Sorority Rising,"Released May 20, 2016",0.64,0.44,2016
The Nice Guys,"Released May 20, 2016",0.91,0.79,2016
Teenage Mutant Ninja Turtles: Out of the Shadows,"Released Jun 3, 2016",0.38,0.47,2016
Me Before You,"Released Jun 3, 2016",0.54,0.73,2016
Popstar: Never Stop Never Stopping,"Released Jun 3, 2016",0.79,0.65,2016
The Conjuring 2,"Released Jun 10, 2016",0.8,0.81,2016
Warcraft,"Released Jun 10, 2016",0.29,0.76,2016
Now You See Me 2,"Released Jun 10, 2016",0.33,0.53,2016
Central Intelligence,"Released Jun 17, 2016",0.71,0.62,2016
Independence Day: Resurgence,"Released Jun 24, 2016",0.29,0.3,2016
The Shallows,"Released Jun 24, 2016",0.79,0.59,2016
Free State of Jones,"Released Jun 24, 2016",0.48,0.64,2016
The Neon Demon,"Released Jun 24, 2016",0.59,0.51,2016
Swiss Army Man,"Released Jul 1, 2016",0.72,0.72,2016
The Legend of Tarzan,"Released Jul 1, 2016",0.35,0.58,2016
The Purge: Election Year,"Released Jul 1, 2016",0.55,0.48,2016
Captain Fantastic,"Released Jul 8, 2016",0.83,0.85,2016
Mike and Dave Need Wedding Dates,"Released Jul 8, 2016",0.39,0.51,2016
Café Society,"Released Jul 29, 2016",0.71,0.56,2016
Star Trek Beyond,"Released Jul 22, 2016",0.86,0.8,2016
Batman: The Killing Joke,"Released Jul 25, 2016",0.35,0.5,2016
Ice Age: Collision Course,"Released Jul 22, 2016",0.18,0.39,2016
Jason Bourne,"Released Jul 29, 2016",0.54,0.55,2016
Bad Moms,"Released Jul 29, 2016",0.59,0.63,2016
Sausage Party,"Released Aug 12, 2016",0.82,0.5,2016
Hell or High Water,"Released Aug 19, 2016",0.97,0.88,2016
Ben-Hur,"Released Nov 18, 1959",0.85,0.89,1959
Kubo and the Two Strings,"Released Aug 19, 2016",0.97,0.86,2016
Mechanic: Resurrection,"Released Aug 26, 2016",0.31,0.4,2016
Hands of Stone,"Released Aug 26, 2016",0.45,0.52,2016
The 9th Life of Louis Drax,"Released Sep 2, 2016",0.38,0.39,2016
The Light Between Oceans,"Released Sep 2, 2016",0.62,0.61,2016
Morgan!,"Released Apr 4, 1966",0.65,0.76,1966
Sully,"Released Sep 9, 2016",0.85,0.84,2016
The Disappointments Room,"Released Sep 9, 2016",0.0,0.17,2016
Bridget Jones's Baby,"Released Sep 16, 2016",0.78,0.65,2016
Snowden,"Released Sep 16, 2016",0.61,0.7,2016
Blair Witch,"Released Sep 16, 2016",0.38,0.31,2016
Hillsong: Let Hope Rise,"Released Sep 16, 2016",0.6,0.78,2016
The Magnificent Seven,"Released Sep 23, 2016",0.64,0.71,2016
Storks,"Released Sep 23, 2016",0.65,0.62,2016
Miss Peregrine's Home for Peculiar Children,"Released Sep 30, 2016",0.64,0.6,2016
Deepwater Horizon,"Released Sep 30, 2016",0.82,0.82,2016
Queen of Katwe,"Released Sep 30, 2016",0.94,0.86,2016
Masterminds,"Released Aug 22, 1997",0.19,0.49,1997
The Birth of a Nation,"Released Mar 3, 1915",0.91,0.47,1915
Middle School: The Worst Years of My Life,"Released Oct 7, 2016",0.64,0.59,2016
The Alchemist Cookbook,"Released Oct 7, 2016",0.84,0.34,2016
Kevin Hart: What Now?,"Released Oct 14, 2016",0.76,0.58,2016
Max Steel,"Released Oct 14, 2016",0.0,0.48,2016
Jack Reacher: Never Go Back,"Released Oct 21, 2016",0.38,0.42,2016
Keeping Up With the Joneses,"Released Oct 21, 2016",0.19,0.37,2016
Ouija: Origin of Evil,"Released Oct 21, 2016",0.83,0.57,2016
Tyler Perry's Boo! A Madea Halloween,"Released Oct 21, 2016",0.19,0.53,2016
I'm Not Ashamed,"Released Oct 21, 2016",0.2,0.82,2016
American Pastoral,"Released Oct 21, 2016",0.24,0.31,2016
Trolls,"Released Nov 4, 2016",0.76,0.67,2016
Hacksaw Ridge,"Released Nov 4, 2016",0.84,0.91,2016
The Love Witch,"Released Nov 11, 2016",0.95,0.61,2016
Billy Lynn's Long Halftime Walk,"Released Nov 18, 2016",0.44,0.41,2016
All Is Bright,"Released Oct 4, 2013",0.48,0.23,2013
Fantastic Beasts and Where to Find Them,"Released Nov 18, 2016",0.74,0.79,2016
The Edge of Seventeen,"Released Nov 18, 2016",0.94,0.83,2016
Edge of Seventeen,"Released Jun 11, 1998",0.8,0.73,1998
Bleed for This,"Released Nov 18, 2016",0.71,0.7,2016
Manchester by the Sea,"Released Dec 16, 2016",0.96,0.78,2016
Moana,"Released Jan 7, 1926",0.87,0.65,1926
Allied,"Released Nov 23, 2016",0.6,0.64,2016
Bad Santa 2,"Released Nov 23, 2016",0.23,0.34,2016
Rules Don't Apply,"Released Nov 23, 2016",0.55,0.34,2016
La La Land,"Released Dec 25, 2016",0.91,0.81,2016
Office Christmas Party,"Released Dec 9, 2016",0.4,0.41,2016
Collateral Beauty,"Released Dec 16, 2016",0.13,0.64,2016
The Founder,"Released Jan 20, 2017",0.81,0.82,2017
Assassin's Creed,"Released Dec 21, 2016",0.18,0.42,2016
A Monster Calls,"Released Jan 6, 2017",0.86,0.81,2017
Why Him?,"Released Dec 23, 2016",0.39,0.51,2016
Hidden Figures,"Released Jan 6, 2017",0.93,0.93,2017
Live by Night,"Released Jan 13, 2017",0.35,0.42,2017
Paterson,"Released Dec 28, 2016",0.96,0.72,2016
Star Wars: The Last Jedi,"Released Dec 15, 2017",0.91,0.41,2017
Wonder Woman,2009,0.85,0.78,2009
Guardians of the Galaxy Vol. 2,"Released May 5, 2017",0.85,0.87,2017
Thor: Ragnarok,"Released Nov 3, 2017",0.93,0.87,2017
Despicable Me 3,"Released Jun 30, 2017",0.58,0.53,2017
Arsenal,"Released Nov 9, 1929",0.83,0.73,1929
The Bye Bye Man,"Released Jan 13, 2017",0.18,0.22,2017
Sleepless,2001,0.55,0.51,2001
The Book of Love,"Released Jan 13, 2017",0.08,0.63,2017
xXx: Return of Xander Cage,"Released Jan 20, 2017",0.45,0.37,2017
The Resurrection of Gavin Stone,"Released Jan 20, 2017",0.54,0.84,2017
Sophie and the Rising Sun,"Released Jan 27, 2017",0.69,0.62,2017
A Dog's Purpose,"Released Jan 27, 2017",0.34,0.74,2017
Resident Evil: The Final Chapter,"Released Jan 27, 2017",0.38,0.47,2017
Lost in Florence,"Released Jan 27, 2017",0.14,0.33,2017
I Am Michael,"Released Jan 27, 2017",0.62,0.37,2017
iBoy,"Released Jan 27, 2017",0.69,0.4,2017
The Space Between Us,"Released Feb 3, 2017",0.16,0.55,2017
Youth in Oregon,"Released Feb 3, 2017",0.45,0.47,2017
I am not your negro,"Released Feb 3, 2017",0.99,0.83,2017
Growing Up Smith,"Released Feb 3, 2017",0.73,0.81,2017
The LEGO Batman Movie,"Released Feb 10, 2017",0.9,0.8,2017
John Wick: Chapter 2,"Released Feb 10, 2017",0.89,0.85,2017
Fifty Shades Darker,"Released Feb 10, 2017",0.11,0.48,2017
A Cure for Wellness,"Released Feb 17, 2017",0.42,0.42,2017
American Fable,"Released Feb 17, 2017",0.76,0.41,2017
XX,"Released Feb 17, 2017",0.69,0.2,2017
Get Out,"Released Feb 24, 2017",0.98,0.86,2017
Rock Dog,"Released Feb 24, 2017",0.46,0.48,2017
I Don't Feel at Home in This World Anymore,2017,0.89,0.77,2017
Contemporary Color,"Released Mar 1, 2017",0.71,0.73,2017
The Shack,"Released Mar 3, 2017",0.21,0.76,2017
Before I Fall,"Released Mar 3, 2017",0.64,0.57,2017
Table 19,"Released Mar 3, 2017",0.26,0.41,2017
The Last Word,2008,0.4,0.48,2008
Donald Cried,"Released Mar 3, 2017",0.89,0.7,2017
Kong: Skull Island,"Released Mar 10, 2017",0.75,0.7,2017
The Belko Experiment,"Released Mar 17, 2017",0.54,0.4,2017
Song to Song,"Released Mar 17, 2017",0.43,0.37,2017
Atomica,"Released Mar 17, 2017",0.23,0.2,2017
All Nighter,"Released Mar 17, 2017",0.14,0.39,2017
The Devil's Candy,"Released Mar 17, 2017",0.93,0.65,2017
CHIPS,"Released Mar 24, 2017",0.19,0.45,2017
Wilson,"Released Aug 1, 1944",0.89,0.41,1944
Ghost in the Shell,1995,0.95,0.89,1995
The Boss Baby,"Released Mar 31, 2017",0.53,0.51,2017
The Zookeeper's Wife,"Released Mar 31, 2017",0.64,0.76,2017
The Blackcoat's Daughter,"Released Mar 31, 2017",0.76,0.51,2017
Carrie Pilby,"Released Mar 31, 2017",0.63,0.76,2017
The Case for Christ,"Released Apr 7, 2017",0.61,0.78,2017
Smurfs: The Lost Village,"Released Apr 7, 2017",0.4,0.55,2017
Colossal,"Released Apr 7, 2017",0.82,0.58,2017
Aftermath,"Released Nov 1, 2013",0.82,0.8,2013
The Fate of the Furious,"Released Apr 14, 2017",0.67,0.72,2017
Spark: A Space Tail,"Released Apr 14, 2017",0.13,0.34,2017
The Lost City of Z,"Released Apr 21, 2017",0.86,0.58,2017
My Entire High School Sinking Into the Sea,"Released Apr 14, 2017",0.84,0.55,2017
Born in China,"Released Apr 21, 2017",0.83,0.73,2017
The Immortal Life of Henrietta Lacks,2017,0.69,0.54,2017
How to Be a Latin Lover,"Released Apr 28, 2017",0.39,0.61,2017
Sleight,"Released Apr 28, 2017",0.8,0.52,2017
Becoming Bond,2017,0.78,0.84,2017
The Lovers,"Released Nov 5, 1958",0.91,0.8,1958
3 Generations,"Released May 5, 2017",0.3,0.44,2017
King Arthur: Legend of the Sword,"Released May 12, 2017",0.31,0.69,2017
Paris Can Wait,"Released May 12, 2017",0.47,0.39,2017
Alien: Covenant,"Released May 19, 2017",0.65,0.55,2017
Diary of a Wimpy Kid: The Long Haul,"Released May 19, 2017",0.19,0.3,2017
"Everything, Everything","Released May 19, 2017",0.44,0.61,2017
Wakefield,"Released May 19, 2017",0.75,0.53,2017
The Wizard of Lies,2017,0.73,0.64,2017
Pirates of the Caribbean: Dead Men Tell No Tales,"Released May 26, 2017",0.3,0.6,2017
Buena Vista Social Club: Adiós,"Released May 26, 2017",0.7,0.75,2017
Captain Underpants: The First Epic Movie,"Released Jun 2, 2017",0.87,0.62,2017
Dean,"Released Jun 2, 2017",0.65,0.66,2017
It Comes at Night,"Released Jun 9, 2017",0.88,0.44,2017
My Cousin Rachel,"Released Dec 24, 1954",0.6,0.74,1954
Megan Leavey,"Released Jun 9, 2017",0.86,0.82,2017
Beatriz at Dinner,"Released Jun 23, 2017",0.76,0.53,2017
Cars 3,"Released Jun 16, 2017",0.69,0.68,2017
Rough Night,"Released Jun 16, 2017",0.45,0.29,2017
